image,num_patches,whale_like_patches,max_patch_score,decision
w_0.jpg,3,0,0.5855064392089844,NO_WHALE_DETECTED
w_1.jpg,3,0,0.5955821871757507,NO_WHALE_DETECTED
w_10.jpg,3,1,0.6151394248008728,WHALE_DETECTED
w_100.jpg,3,1,0.6198110580444336,WHALE_DETECTED
w_1000.jpg,3,0,0.5645906925201416,NO_WHALE_DETECTED
w_10000.jpg,3,0,0.5735942125320435,NO_WHALE_DETECTED
w_10001.jpg,3,1,0.6221315860748291,WHALE_DETECTED
w_10002.jpg,3,2,0.6310558319091797,WHALE_DETECTED
w_10003.jpg,3,0,0.5803553462028503,NO_WHALE_DETECTED
w_10004.jpg,3,1,0.7011142373085022,WHALE_DETECTED
w_10005.jpg,3,0,0.5156405568122864,NO_WHALE_DETECTED
w_10006.jpg,3,3,0.6149678826332092,WHALE_DETECTED
w_10007.jpg,3,0,0.560585618019104,NO_WHALE_DETECTED
w_10008.jpg,3,0,0.5600051879882812,NO_WHALE_DETECTED
w_10009.jpg,3,0,0.5340206623077393,NO_WHALE_DETECTED
w_1001.jpg,3,0,0.5706798434257507,NO_WHALE_DETECTED
w_10010.jpg,3,0,0.5189879536628723,NO_WHALE_DETECTED
w_10011.jpg,3,0,0.5695253610610962,NO_WHALE_DETECTED
w_10012.jpg,3,0,0.5942484140396118,NO_WHALE_DETECTED
w_10013.jpg,3,0,0.5018899440765381,NO_WHALE_DETECTED
w_10014.jpg,3,2,0.6005055904388428,WHALE_DETECTED
w_10015.jpg,3,0,0.5312299728393555,NO_WHALE_DETECTED
w_10016.jpg,3,0,0.5583829879760742,NO_WHALE_DETECTED
w_10017.jpg,3,0,0.562518835067749,NO_WHALE_DETECTED
w_10018.jpg,3,0,0.5717421174049377,NO_WHALE_DETECTED
w_10019.jpg,3,0,0.5213292241096497,NO_WHALE_DETECTED
w_1002.jpg,3,0,0.5950760245323181,NO_WHALE_DETECTED
w_10020.jpg,3,0,0.5556193590164185,NO_WHALE_DETECTED
w_10021.jpg,3,1,0.6029739379882812,WHALE_DETECTED
w_10022.jpg,3,0,0.5978962182998657,NO_WHALE_DETECTED
w_10023.jpg,3,3,0.6099889874458313,WHALE_DETECTED
w_10024.jpg,3,0,0.5838819742202759,NO_WHALE_DETECTED
w_10025.jpg,3,2,0.6010658740997314,WHALE_DETECTED
w_10026.jpg,3,0,0.5694577097892761,NO_WHALE_DETECTED
w_10027.jpg,3,0,0.5348746180534363,NO_WHALE_DETECTED
w_10028.jpg,3,0,0.5864346623420715,NO_WHALE_DETECTED
w_10029.jpg,3,0,0.5504661202430725,NO_WHALE_DETECTED
w_1003.jpg,3,0,0.5536752939224243,NO_WHALE_DETECTED
w_10030.jpg,3,0,0.545346200466156,NO_WHALE_DETECTED
w_10031.jpg,3,0,0.5629156827926636,NO_WHALE_DETECTED
w_10032.jpg,3,0,0.5460190176963806,NO_WHALE_DETECTED
w_10033.jpg,3,0,0.5732828974723816,NO_WHALE_DETECTED
w_10034.jpg,3,0,0.5598614811897278,NO_WHALE_DETECTED
w_10035.jpg,3,0,0.5086293816566467,NO_WHALE_DETECTED
w_10036.jpg,3,0,0.5805826783180237,NO_WHALE_DETECTED
w_10037.jpg,3,0,0.5542420148849487,NO_WHALE_DETECTED
w_10038.jpg,3,1,0.6141738891601562,WHALE_DETECTED
w_10039.jpg,3,0,0.5428433418273926,NO_WHALE_DETECTED
w_1004.jpg,3,0,0.5380158424377441,NO_WHALE_DETECTED
w_10040.jpg,3,0,0.594404935836792,NO_WHALE_DETECTED
w_10041.jpg,3,1,0.602182149887085,WHALE_DETECTED
w_10042.jpg,3,0,0.5766407251358032,NO_WHALE_DETECTED
w_10043.jpg,3,0,0.5227426290512085,NO_WHALE_DETECTED
w_10044.jpg,3,0,0.5352509021759033,NO_WHALE_DETECTED
w_10045.jpg,3,0,0.5715255737304688,NO_WHALE_DETECTED
w_10046.jpg,3,0,0.5342616438865662,NO_WHALE_DETECTED
w_10047.jpg,3,0,0.5467437505722046,NO_WHALE_DETECTED
w_10048.jpg,3,0,0.5253992676734924,NO_WHALE_DETECTED
w_10049.jpg,3,0,0.5273436307907104,NO_WHALE_DETECTED
w_1005.jpg,3,0,0.5544096231460571,NO_WHALE_DETECTED
w_10050.jpg,3,1,0.6237924098968506,WHALE_DETECTED
w_10051.jpg,3,0,0.5948330163955688,NO_WHALE_DETECTED
w_10052.jpg,3,0,0.5481688380241394,NO_WHALE_DETECTED
w_10053.jpg,3,0,0.5525821447372437,NO_WHALE_DETECTED
w_10054.jpg,3,0,0.5928478837013245,NO_WHALE_DETECTED
w_10055.jpg,3,0,0.5650090575218201,NO_WHALE_DETECTED
w_10056.jpg,3,0,0.5898261666297913,NO_WHALE_DETECTED
w_10057.jpg,3,0,0.5991134643554688,NO_WHALE_DETECTED
w_10058.jpg,3,0,0.5892549157142639,NO_WHALE_DETECTED
w_10059.jpg,3,2,0.6276878118515015,WHALE_DETECTED
w_1006.jpg,3,0,0.5512259006500244,NO_WHALE_DETECTED
w_10060.jpg,3,0,0.5947788953781128,NO_WHALE_DETECTED
w_10061.jpg,3,0,0.5511378645896912,NO_WHALE_DETECTED
w_10062.jpg,3,3,0.6338834166526794,WHALE_DETECTED
w_10063.jpg,3,1,0.6136754155158997,WHALE_DETECTED
w_10064.jpg,3,0,0.5464503169059753,NO_WHALE_DETECTED
w_10065.jpg,3,0,0.5402474403381348,NO_WHALE_DETECTED
w_10066.jpg,3,0,0.5706241726875305,NO_WHALE_DETECTED
w_10067.jpg,3,0,0.5781428217887878,NO_WHALE_DETECTED
w_10068.jpg,3,1,0.613874077796936,WHALE_DETECTED
w_10069.jpg,3,0,0.5518218874931335,NO_WHALE_DETECTED
w_1007.jpg,3,0,0.5193349719047546,NO_WHALE_DETECTED
w_10070.jpg,3,0,0.5509779453277588,NO_WHALE_DETECTED
w_10071.jpg,3,0,0.560046374797821,NO_WHALE_DETECTED
w_10072.jpg,3,0,0.563096284866333,NO_WHALE_DETECTED
w_10073.jpg,3,0,0.5639112591743469,NO_WHALE_DETECTED
w_10074.jpg,3,0,0.5862836241722107,NO_WHALE_DETECTED
w_10075.jpg,3,0,0.5321686863899231,NO_WHALE_DETECTED
w_10076.jpg,3,0,0.5746579170227051,NO_WHALE_DETECTED
w_10077.jpg,3,0,0.586993932723999,NO_WHALE_DETECTED
w_10078.jpg,3,0,0.5849611163139343,NO_WHALE_DETECTED
w_10079.jpg,3,0,0.5490933060646057,NO_WHALE_DETECTED
w_1008.jpg,3,0,0.5718549489974976,NO_WHALE_DETECTED
w_10080.jpg,3,1,0.6089524030685425,WHALE_DETECTED
w_10081.jpg,3,0,0.5775003433227539,NO_WHALE_DETECTED
w_10082.jpg,3,0,0.5878125429153442,NO_WHALE_DETECTED
w_10083.jpg,3,0,0.5851684808731079,NO_WHALE_DETECTED
w_10084.jpg,3,0,0.5629721879959106,NO_WHALE_DETECTED
w_10085.jpg,3,0,0.5904566645622253,NO_WHALE_DETECTED
w_10086.jpg,3,0,0.5729207396507263,NO_WHALE_DETECTED
w_10087.jpg,3,0,0.5232170224189758,NO_WHALE_DETECTED
w_10088.jpg,3,0,0.5350744128227234,NO_WHALE_DETECTED
w_10089.jpg,3,2,0.6333143711090088,WHALE_DETECTED
w_1009.jpg,3,0,0.5161029696464539,NO_WHALE_DETECTED
w_10090.jpg,3,3,0.6148239970207214,WHALE_DETECTED
w_10091.jpg,3,0,0.580406904220581,NO_WHALE_DETECTED
w_10092.jpg,3,0,0.5492794513702393,NO_WHALE_DETECTED
w_10093.jpg,3,0,0.5513601899147034,NO_WHALE_DETECTED
w_10094.jpg,3,1,0.6165286898612976,WHALE_DETECTED
w_10095.jpg,3,0,0.5691556930541992,NO_WHALE_DETECTED
w_10096.jpg,3,3,0.6339225769042969,WHALE_DETECTED
w_10097.jpg,3,1,0.6000824570655823,WHALE_DETECTED
w_10098.jpg,3,0,0.5563175082206726,NO_WHALE_DETECTED
